Gene Id: 	 Protein Id: DAA00620.1	 Virus Id: AC_000007.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 552
Gene Id: HHV5wtgp016	 Protein Id: AAR31576.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 761
Gene Id: HHV5wtgp017	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 818
Gene Id: HHV5wtgp017	 Protein Id: AAR31577.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 815
Gene Id: HHV5wtgp018	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1421
Gene Id: HHV5wtgp018	 Protein Id: AAR31578.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1418
Gene Id: HHV5wtgp019	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 983
Gene Id: HHV5wtgp019	 Protein Id: AAR31579.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 980
Gene Id: HHV5wtgp020	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 308
Gene Id: HHV5wtgp020	 Protein Id: AAR31580.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 305
Gene Id: HHV5wtgp021	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 692
Gene Id: HHV5wtgp021	 Protein Id: AAR31581.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 689
Gene Id: HHV5wtgp022	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 314
Gene Id: HHV5wtgp022	 Protein Id: AAR31582.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 311
Gene Id: HHV5wtgp023	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1106
Gene Id: HHV5wtgp023	 Protein Id: AAR31583.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1103
Gene Id: HHV5wtgp024	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 296
Gene Id: HHV5wtgp024	 Protein Id: AAR31584.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 293
Gene Id: HHV5wtgp025	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1016
Gene Id: HHV5wtgp025	 Protein Id: AAR31585.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1013
Gene Id: HHV5wtgp026	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 371
Gene Id: HHV5wtgp026	 Protein Id: AAR31586.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 368
Gene Id: HHV5wtgp027	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 400
Gene Id: HHV5wtgp027	 Protein Id: AAR31587.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 85
Gene Id: HHV5wtgp027	 Protein Id: AAR31587.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 228
Gene Id: HHV5wtgp028	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 854
Gene Id: HHV5wtgp028	 Protein Id: AAR31588.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 851
Gene Id: HHV5wtgp029	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1076
Gene Id: HHV5wtgp029	 Protein Id: AAR31589.2	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1073
Gene Id: HHV5wtgp030	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1970
Gene Id: HHV5wtgp030	 Protein Id: AAR31590.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1967
Gene Id: HHV5wtgp031	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 566
Gene Id: HHV5wtgp031	 Protein Id: AAR31591.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 563
Gene Id: HHV5wtgp032	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1826
Gene Id: HHV5wtgp032	 Protein Id: AAR31592.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1823
Gene Id: HHV5wtgp034	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2248
Gene Id: HHV5wtgp034	 Protein Id: AAR31593.2	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1075
Gene Id: HHV5wtgp034	 Protein Id: AAR31593.2	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1023
Gene Id: HHV5wtgp035	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 365
Gene Id: HHV5wtgp035	 Protein Id: AAR31595.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 362
Gene Id: HHV5wtgp035a	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 569
Gene Id: HHV5wtgp035a	 Protein Id: AGL13510.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 236
Gene Id: HHV5wtgp036	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1787
Gene Id: HHV5wtgp036	 Protein Id: AAR31596.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1784
Gene Id: HHV5wtgp037	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3149
Gene Id: HHV5wtgp037	 Protein Id: AAR31597.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3146
Gene Id: HHV5wtgp038	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1358
Gene Id: HHV5wtgp038	 Protein Id: AAR31598.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 26
Gene Id: HHV5wtgp038	 Protein Id: AAR31598.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1208
Gene Id: HHV5wtgp039	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1223
Gene Id: HHV5wtgp039	 Protein Id: AAR31599.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1220
Gene Id: HHV5wtgp040	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1925
Gene Id: HHV5wtgp040	 Protein Id: AAR31600.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1922
Gene Id: HHV5wtgp041	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1533
Gene Id: HHV5wtgp041	 Protein Id: AAR31601.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 201
Gene Id: HHV5wtgp041	 Protein Id: AAR31601.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1225
Gene Id: HHV5wtgp042	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2798
Gene Id: HHV5wtgp042	 Protein Id: AAR31602.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 487
Gene Id: HHV5wtgp042	 Protein Id: AAR31602.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 42
Gene Id: HHV5wtgp042	 Protein Id: AAR31602.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 932
Gene Id: HHV5wtgp043	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 995
Gene Id: HHV5wtgp043	 Protein Id: AAR31603.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 992
Gene Id: HHV5wtgp045	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1340
Gene Id: HHV5wtgp045	 Protein Id: AAR31605.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 233
Gene Id: HHV5wtgp044	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 846
Gene Id: HHV5wtgp044	 Protein Id: AAR31604.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 662
Gene Id: HHV5wtgp046	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 377
Gene Id: HHV5wtgp046	 Protein Id: AAR31606.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 374
Gene Id: HHV5wtgp047	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1271
Gene Id: HHV5wtgp047	 Protein Id: AAR31607.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1268
Gene Id: HHV5wtgp048	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1301
Gene Id: HHV5wtgp048	 Protein Id: AAR31608.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1298
Gene Id: HHV5wtgp049	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2720
Gene Id: HHV5wtgp049	 Protein Id: AAR31609.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2717
Gene Id: HHV5wtgp050	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 872
Gene Id: HHV5wtgp050	 Protein Id: AAR31610.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 869
Gene Id: HHV5wtgp051	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2951
Gene Id: HHV5wtgp051	 Protein Id: AAR31611.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2948
Gene Id: HHV5wtgp052	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6725
Gene Id: HHV5wtgp052	 Protein Id: AAR31613.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6722
Gene Id: HHV5wtgp053	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1374
Gene Id: HHV5wtgp053	 Protein Id: AAR31612.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 224
Gene Id: HHV5wtgp054	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1712
Gene Id: HHV5wtgp054	 Protein Id: AAR31614.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1709
Gene Id: HHV5wtgp055	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1196
Gene Id: HHV5wtgp055	 Protein Id: AAR31616.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1193
Gene Id: HHV5wtgp056	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 473
Gene Id: HHV5wtgp056	 Protein Id: AAR31615.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 470
Gene Id: HHV5wtgp057	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2006
Gene Id: HHV5wtgp057	 Protein Id: AAR31618.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2003
Gene Id: HHV5wtgp058	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2251
Gene Id: HHV5wtgp058	 Protein Id: AAR31617.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1127
Gene Id: HHV5wtgp059	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3728
Gene Id: HHV5wtgp059	 Protein Id: AAR31619.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3725
Gene Id: HHV5wtgp060	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2723
Gene Id: HHV5wtgp060	 Protein Id: AAR31620.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2720
Gene Id: HHV5wtgp061	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2552
Gene Id: HHV5wtgp061	 Protein Id: AAR31621.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2549
Gene Id: HHV5wtgp062	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3707
Gene Id: HHV5wtgp062	 Protein Id: AAR31622.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3704
Gene Id: HHV5wtgr004	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4921
Gene Id: HHV5wtgp063	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2228
Gene Id: HHV5wtgp063	 Protein Id: AAR31623.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2225
Gene Id: HHV5wtgp064	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2840
Gene Id: HHV5wtgp064	 Protein Id: AAR31624.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2837
Gene Id: HHV5wtgp065	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1085
Gene Id: HHV5wtgp065	 Protein Id: AAR31724.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1082
Gene Id: HHV5wtgp066	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1166
Gene Id: HHV5wtgp066	 Protein Id: AAR31625.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1163
Gene Id: HHV5wtgp067	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2151
Gene Id: HHV5wtgp067	 Protein Id: AAR31725.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 404
Gene Id: HHV5wtgp068	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1418
Gene Id: HHV5wtgp068	 Protein Id: AAR31626.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1415
Gene Id: HHV5wtgp167	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1380
Gene Id: HHV5wtgp167	 Protein Id: ACO83398.2	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 13
Gene Id: HHV5wtgp167	 Protein Id: ACO83398.2	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 195
Gene Id: HHV5wtgp069	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2228
Gene Id: HHV5wtgp069	 Protein Id: AAR31627.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2225
Gene Id: HHV5wtgp070	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 977
Gene Id: HHV5wtgp070	 Protein Id: AAR31628.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 974
Gene Id: HHV5wtgp071	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1910
Gene Id: HHV5wtgp071	 Protein Id: AAR31629.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1907
Gene Id: HHV5wtgp072	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1295
Gene Id: HHV5wtgp072	 Protein Id: AAR31630.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1292
Gene Id: HHV5wtgp073	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 887
Gene Id: HHV5wtgp073	 Protein Id: AAR31631.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 884
Gene Id: HHV5wtgp074	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2126
Gene Id: HHV5wtgp074	 Protein Id: AAR31632.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2123
Gene Id: HHV5wtgp075	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1121
Gene Id: HHV5wtgp075	 Protein Id: AAR31633.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1118
Gene Id: HHV5wtgp076	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1679
Gene Id: HHV5wtgp076	 Protein Id: AAR31634.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1676
Gene Id: HHV5wtgp077	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1685
Gene Id: HHV5wtgp077	 Protein Id: AAR31635.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1682
Gene Id: HHV5wtgp078	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1763
Gene Id: HHV5wtgp078	 Protein Id: AAR31636.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1760
Gene Id: HHV5wtgp079	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 920
Gene Id: HHV5wtgp079	 Protein Id: AAR31637.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 917
Gene Id: HHV5wtgp080	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4112
Gene Id: HHV5wtgp080	 Protein Id: AAR31638.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4109
Gene Id: HHV5wtgp081	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2825
Gene Id: HHV5wtgp081	 Protein Id: AAR31639.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2822
Gene Id: HHV5wtgp082	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1289
Gene Id: HHV5wtgp082	 Protein Id: AAR31640.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1286
Gene Id: HHV5wtgp083	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5927
Gene Id: HHV5wtgp083	 Protein Id: AAR31641.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 887
Gene Id: HHV5wtgp083	 Protein Id: AAR31641.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1133
Gene Id: HHV5wtgp084	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 335
Gene Id: HHV5wtgp084	 Protein Id: AAR31642.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 332
Gene Id: HHV5wtgp085	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 605
Gene Id: HHV5wtgp085	 Protein Id: AAR31643.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 602
Gene Id: HHV5wtgp086	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1784
Gene Id: HHV5wtgp086	 Protein Id: AAR31644.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1781
Gene Id: HHV5wtgp087	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1037
Gene Id: HHV5wtgp087	 Protein Id: AAR31645.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1034
Gene Id: HHV5wtgp088	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1601
Gene Id: HHV5wtgp088	 Protein Id: AAR31646.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1598
Gene Id: HHV5wtgp089	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 383
Gene Id: HHV5wtgp089	 Protein Id: AAR31647.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 380
Gene Id: HHV5wtgp090	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2123
Gene Id: HHV5wtgp090	 Protein Id: AAR31648.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2120
Gene Id: HHV5wtgp091	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1754
Gene Id: HHV5wtgp091	 Protein Id: AAR31649.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1751
Gene Id: HHV5wtgp092	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 572
Gene Id: HHV5wtgp092	 Protein Id: AAR31650.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 569
Gene Id: HHV5wtgp093	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1115
Gene Id: HHV5wtgp093	 Protein Id: AAR31651.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1112
Gene Id: HHV5wtgp094	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2621
Gene Id: HHV5wtgp094	 Protein Id: AAR31652.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2618
